"subject" "activity" "variable" "value"
17 "laying" "tBodyAccJerk-mean-X" 0.077908974656338
18 "laying" "tBodyAccJerk-mean-X" 0.0749985010769231
19 "laying" "tBodyAccJerk-mean-X" 0.0772317998650602
20 "laying" "tBodyAccJerk-mean-X" 0.0892716006470588
21 "laying" "tBodyAccJerk-mean-X" 0.0820150201077778
22 "laying" "tBodyAccJerk-mean-X" 0.0752202242222222
23 "laying" "tBodyAccJerk-mean-X" 0.0831787608333333
24 "laying" "tBodyAccJerk-mean-X" 0.08072123275
25 "laying" "tBodyAccJerk-mean-X" 0.0879071687671233
26 "laying" "tBodyAccJerk-mean-X" 0.0866502529210526
27 "laying" "tBodyAccJerk-mean-X" 0.0766268551324324
28 "laying" "tBodyAccJerk-mean-X" 0.0780770644
29 "laying" "tBodyAccJerk-mean-X" 0.0718861195971014
30 "laying" "tBodyAccJerk-mean-X" 0.0752196666428571
1 "sitting" "tBodyAccJerk-mean-X" 0.0774825199574468
2 "sitting" "tBodyAccJerk-mean-X" 0.0722564387173913
3 "sitting" "tBodyAccJerk-mean-X" 0.0726098418653846
4 "sitting" "tBodyAccJerk-mean-X" 0.0784500239
5 "sitting" "tBodyAccJerk-mean-X" 0.0749577410909091
6 "sitting" "tBodyAccJerk-mean-X" 0.0754721635223636
7 "sitting" "tBodyAccJerk-mean-X" 0.0668519793125
8 "sitting" "tBodyAccJerk-mean-X" 0.0786713761086957
9 "sitting" "tBodyAccJerk-mean-X" 0.077005006374
10 "sitting" "tBodyAccJerk-mean-X" 0.0775372505185185
11 "sitting" "tBodyAccJerk-mean-X" 0.0761777324716981
12 "sitting" "tBodyAccJerk-mean-X" 0.0771277656078431
13 "sitting" "tBodyAccJerk-mean-X" 0.0752865881142857
14 "sitting" "tBodyAccJerk-mean-X" 0.0741878844074074
15 "sitting" "tBodyAccJerk-mean-X" 0.0784792788644068
16 "sitting" "tBodyAccJerk-mean-X" 0.0734346720289855
17 "sitting" "tBodyAccJerk-mean-X" 0.075070986171875
18 "sitting" "tBodyAccJerk-mean-X" 0.076622889
19 "sitting" "tBodyAccJerk-mean-X" 0.0753747129191781
20 "sitting" "tBodyAccJerk-mean-X" 0.0746568393030303
21 "sitting" "tBodyAccJerk-mean-X" 0.0757109789882353
22 "sitting" "tBodyAccJerk-mean-X" 0.0807687311935484
23 "sitting" "tBodyAccJerk-mean-X" 0.0770022352205882
24 "sitting" "tBodyAccJerk-mean-X" 0.0763318528529412
25 "sitting" "tBodyAccJerk-mean-X" 0.0752087009912308
26 "sitting" "tBodyAccJerk-mean-X" 0.0764443226333333
27 "sitting" "tBodyAccJerk-mean-X" 0.0779038963571429
28 "sitting" "tBodyAccJerk-mean-X" 0.0768671621527778
29 "sitting" "tBodyAccJerk-mean-X" 0.0745438102516667
30 "sitting" "tBodyAccJerk-mean-X" 0.0760057731790323
1 "standing" "tBodyAccJerk-mean-X" 0.0753766542264151
2 "standing" "tBodyAccJerk-mean-X" 0.0747588597592593
3 "standing" "tBodyAccJerk-mean-X" 0.0750900622277049
4 "standing" "tBodyAccJerk-mean-X" 0.0721328379857143
5 "standing" "tBodyAccJerk-mean-X" 0.0725189859107143
6 "standing" "tBodyAccJerk-mean-X" 0.0730699604561404
7 "standing" "tBodyAccJerk-mean-X" 0.0751915112830189
8 "standing" "tBodyAccJerk-mean-X" 0.0753739045185185
9 "standing" "tBodyAccJerk-mean-X" 0.0760032053555556
10 "standing" "tBodyAccJerk-mean-X" 0.0809784390227273
11 "standing" "tBodyAccJerk-mean-X" 0.0760097721914894
12 "standing" "tBodyAccJerk-mean-X" 0.0744631761967213
13 "standing" "tBodyAccJerk-mean-X" 0.0758630962280702
14 "standing" "tBodyAccJerk-mean-X" 0.0737933748485
15 "standing" "tBodyAccJerk-mean-X" 0.0752280703207547
16 "standing" "tBodyAccJerk-mean-X" 0.0736438905641026
17 "standing" "tBodyAccJerk-mean-X" 0.0740864955641026
18 "standing" "tBodyAccJerk-mean-X" 0.0753539482328767
19 "standing" "tBodyAccJerk-mean-X" 0.0754120366712329
20 "standing" "tBodyAccJerk-mean-X" 0.0763556159315068
21 "standing" "tBodyAccJerk-mean-X" 0.0754543858764045
22 "standing" "tBodyAccJerk-mean-X" 0.0752322891746032
23 "standing" "tBodyAccJerk-mean-X" 0.0750206478676471
24 "standing" "tBodyAccJerk-mean-X" 0.0746177416521739
25 "standing" "tBodyAccJerk-mean-X" 0.0752337295675676
26 "standing" "tBodyAccJerk-mean-X" 0.0753578207972973
27 "standing" "tBodyAccJerk-mean-X" 0.074969980825
28 "standing" "tBodyAccJerk-mean-X" 0.0753131601898734
29 "standing" "tBodyAccJerk-mean-X" 0.0753052530307692
30 "standing" "tBodyAccJerk-mean-X" 0.0752414472033898
1 "walking" "tBodyAccJerk-mean-X" 0.0740416333157895
2 "walking" "tBodyAccJerk-mean-X" 0.0618080696279661
3 "walking" "tBodyAccJerk-mean-X" 0.0814745882660345
4 "walking" "tBodyAccJerk-mean-X" 0.0783529082183333
5 "walking" "tBodyAccJerk-mean-X" 0.0845888833571429
6 "walking" "tBodyAccJerk-mean-X" 0.0699585876912281
7 "walking" "tBodyAccJerk-mean-X" 0.0901462649192983
8 "walking" "tBodyAccJerk-mean-X" 0.0703393490833333
9 "walking" "tBodyAccJerk-mean-X" 0.0704357270480769
10 "walking" "tBodyAccJerk-mean-X" 0.0857943809283019
11 "walking" "tBodyAccJerk-mean-X" 0.0829709328491525
12 "walking" "tBodyAccJerk-mean-X" 0.045764401482
13 "walking" "tBodyAccJerk-mean-X" 0.0809590227198246
14 "walking" "tBodyAccJerk-mean-X" 0.0720877913452542
15 "walking" "tBodyAccJerk-mean-X" 0.0897770721666667
16 "walking" "tBodyAccJerk-mean-X" 0.0770223771764706
17 "walking" "tBodyAccJerk-mean-X" 0.0773188580032787
18 "walking" "tBodyAccJerk-mean-X" 0.0767524278392857
19 "walking" "tBodyAccJerk-mean-X" 0.0822246284461538
20 "walking" "tBodyAccJerk-mean-X" 0.0841234323137255
21 "walking" "tBodyAccJerk-mean-X" 0.0782251820211538
22 "walking" "tBodyAccJerk-mean-X" 0.0627777634002174
23 "walking" "tBodyAccJerk-mean-X" 0.0987319085964407
24 "walking" "tBodyAccJerk-mean-X" 0.0731938975362069
25 "walking" "tBodyAccJerk-mean-X" 0.0721720712281081
26 "walking" "tBodyAccJerk-mean-X" 0.0652303740728813
27 "walking" "tBodyAccJerk-mean-X" 0.0684331971807018
28 "walking" "tBodyAccJerk-mean-X" 0.0931122231851852
29 "walking" "tBodyAccJerk-mean-X" 0.0853743348528302
30 "walking" "tBodyAccJerk-mean-X" 0.0688689970184615
1 "walking downstairs" "tBodyAccJerk-mean-X" 0.0541553164897959
2 "walking downstairs" "tBodyAccJerk-mean-X" 0.110040615569574
3 "walking downstairs" "tBodyAccJerk-mean-X" 0.0725689294489796
4 "walking downstairs" "tBodyAccJerk-mean-X" 0.0971862748866667
5 "walking downstairs" "tBodyAccJerk-mean-X" 0.109650600459574
6 "walking downstairs" "tBodyAccJerk-mean-X" 0.103681343708333
7 "walking downstairs" "tBodyAccJerk-mean-X" 0.0968926184638298
8 "walking downstairs" "tBodyAccJerk-mean-X" 0.118938088342105
9 "walking downstairs" "tBodyAccJerk-mean-X" 0.130193043809524
10 "walking downstairs" "tBodyAccJerk-mean-X" 0.100959387447368
11 "walking downstairs" "tBodyAccJerk-mean-X" 0.0897168657173913
12 "walking downstairs" "tBodyAccJerk-mean-X" 0.0621500251717391
13 "walking downstairs" "tBodyAccJerk-mean-X" 0.101704538333298
14 "walking downstairs" "tBodyAccJerk-mean-X" 0.0428631626711111
15 "walking downstairs" "tBodyAccJerk-mean-X" 0.0711457160166667
16 "walking downstairs" "tBodyAccJerk-mean-X" 0.0907857064255319
17 "walking downstairs" "tBodyAccJerk-mean-X" 0.118250858006522
18 "walking downstairs" "tBodyAccJerk-mean-X" 0.0809044045254545
19 "walking downstairs" "tBodyAccJerk-mean-X" 0.0730930306923077
20 "walking downstairs" "tBodyAccJerk-mean-X" 0.0695031058
21 "walking downstairs" "tBodyAccJerk-mean-X" 0.0901452883333333
22 "walking downstairs" "tBodyAccJerk-mean-X" 0.101584640833333
23 "walking downstairs" "tBodyAccJerk-mean-X" 0.0578010605648148
24 "walking downstairs" "tBodyAccJerk-mean-X" 0.0802619828545455
25 "walking downstairs" "tBodyAccJerk-mean-X" 0.110656929396552
26 "walking downstairs" "tBodyAccJerk-mean-X" 0.111470787918
27 "walking downstairs" "tBodyAccJerk-mean-X" 0.0936273220295455
28 "walking downstairs" "tBodyAccJerk-mean-X" 0.0972653457891304
29 "walking downstairs" "tBodyAccJerk-mean-X" 0.0636871965479167
30 "walking downstairs" "tBodyAccJerk-mean-X" 0.0883933037048387
1 "walking upstairs" "tBodyAccJerk-mean-X" 0.101372729922642
2 "walking upstairs" "tBodyAccJerk-mean-X" 0.0744507839572917
3 "walking upstairs" "tBodyAccJerk-mean-X" 0.0426880986186441
4 "walking upstairs" "tBodyAccJerk-mean-X" 0.0560971909634615
5 "walking upstairs" "tBodyAccJerk-mean-X" 0.0795443483829787
6 "walking upstairs" "tBodyAccJerk-mean-X" 0.07210675
7 "walking upstairs" "tBodyAccJerk-mean-X" 0.0724649938509804
8 "walking upstairs" "tBodyAccJerk-mean-X" 0.0813816809395122
9 "walking upstairs" "tBodyAccJerk-mean-X" 0.0692266245755102
10 "walking upstairs" "tBodyAccJerk-mean-X" 0.0648829303510638
11 "walking upstairs" "tBodyAccJerk-mean-X" 0.0968561683092593
12 "walking upstairs" "tBodyAccJerk-mean-X" 0.0728660813846154
13 "walking upstairs" "tBodyAccJerk-mean-X" 0.0692442067545455
14 "walking upstairs" "tBodyAccJerk-mean-X" 0.0803303022222222
15 "walking upstairs" "tBodyAccJerk-mean-X" 0.07297243298125
16 "walking upstairs" "tBodyAccJerk-mean-X" 0.0762526677
17 "walking upstairs" "tBodyAccJerk-mean-X" 0.07680441704375
18 "walking upstairs" "tBodyAccJerk-mean-X" 0.0812402028517241
19 "walking upstairs" "tBodyAccJerk-mean-X" 0.08315450836225
20 "walking upstairs" "tBodyAccJerk-mean-X" 0.0836451256901961
21 "walking upstairs" "tBodyAccJerk-mean-X" 0.104034223065957
22 "walking upstairs" "tBodyAccJerk-mean-X" 0.0877172239047619
23 "walking upstairs" "tBodyAccJerk-mean-X" 0.0723649984647059
24 "walking upstairs" "tBodyAccJerk-mean-X" 0.0862310100338983
25 "walking upstairs" "tBodyAccJerk-mean-X" 0.0740041435707692
26 "walking upstairs" "tBodyAccJerk-mean-X" 0.0755645318545455
27 "walking upstairs" "tBodyAccJerk-mean-X" 0.0734763532039216
28 "walking upstairs" "tBodyAccJerk-mean-X" 0.0706831871117647
29 "walking upstairs" "tBodyAccJerk-mean-X" 0.106345193353878
30 "walking upstairs" "tBodyAccJerk-mean-X" 0.0579840372876923
1 "laying" "tBodyAccJerk-mean-Y" 0.0038382040088
2 "laying" "tBodyAccJerk-mean-Y" 0.012254788451875
3 "laying" "tBodyAccJerk-mean-Y" 0.0138041011306452
4 "laying" "tBodyAccJerk-mean-Y" 0.00693313213968519
5 "laying" "tBodyAccJerk-mean-Y" 0.00747460829615385
6 "laying" "tBodyAccJerk-mean-Y" -0.00114529240245614
7 "laying" "tBodyAccJerk-mean-Y" 0.0250624183634615
8 "laying" "tBodyAccJerk-mean-Y" 0.0233299159137037
9 "laying" "tBodyAccJerk-mean-Y" 0.011561732718
10 "laying" "tBodyAccJerk-mean-Y" 0.015698997097069
11 "laying" "tBodyAccJerk-mean-Y" 0.0122193853629825
12 "laying" "tBodyAccJerk-mean-Y" 0.00774408308
13 "laying" "tBodyAccJerk-mean-Y" 0.0183441894580645
14 "laying" "tBodyAccJerk-mean-Y" -0.00831507059607843
15 "laying" "tBodyAccJerk-mean-Y" 0.0123984271386111
16 "laying" "tBodyAccJerk-mean-Y" 0.0132805054325714
17 "laying" "tBodyAccJerk-mean-Y" 0.00706867100408451
18 "laying" "tBodyAccJerk-mean-Y" 0.0117018961415385
19 "laying" "tBodyAccJerk-mean-Y" 0.011149573306747
20 "laying" "tBodyAccJerk-mean-Y" 0.00110822495382353
21 "laying" "tBodyAccJerk-mean-Y" 0.0119943671007778
22 "laying" "tBodyAccJerk-mean-Y" 0.00459834754236111
23 "laying" "tBodyAccJerk-mean-Y" 0.01535144005125
24 "laying" "tBodyAccJerk-mean-Y" 0.0119819524179167
25 "laying" "tBodyAccJerk-mean-Y" 0.0284619311524658
26 "laying" "tBodyAccJerk-mean-Y" 0.0124420033513158
27 "laying" "tBodyAccJerk-mean-Y" 0.0126491088851351
28 "laying" "tBodyAccJerk-mean-Y" 0.005939923320625
29 "laying" "tBodyAccJerk-mean-Y" 0.0116912059556522
30 "laying" "tBodyAccJerk-mean-Y" 0.0107680190087143
1 "sitting" "tBodyAccJerk-mean-Y" -0.000619102785106384
2 "sitting" "tBodyAccJerk-mean-Y" 0.0116954511323913
3 "sitting" "tBodyAccJerk-mean-Y" 0.00272529134230769
4 "sitting" "tBodyAccJerk-mean-Y" -0.0108582171094
5 "sitting" "tBodyAccJerk-mean-Y" -0.00278773346136363
6 "sitting" "tBodyAccJerk-mean-Y" 2.55649800000023e-06
7 "sitting" "tBodyAccJerk-mean-Y" 0.0116863419310417
8 "sitting" "tBodyAccJerk-mean-Y" -0.00657516306713044
9 "sitting" "tBodyAccJerk-mean-Y" 0.009817397262
10 "sitting" "tBodyAccJerk-mean-Y" 0.00897875458703704
11 "sitting" "tBodyAccJerk-mean-Y" -0.000213838552075472
12 "sitting" "tBodyAccJerk-mean-Y" 0.0105990504054902
13 "sitting" "tBodyAccJerk-mean-Y" -0.00112344092891837
14 "sitting" "tBodyAccJerk-mean-Y" -0.00436185985848148
15 "sitting" "tBodyAccJerk-mean-Y" -0.00898437589491525
16 "sitting" "tBodyAccJerk-mean-Y" 0.00985642890855072
17 "sitting" "tBodyAccJerk-mean-Y" 0.0056097104915625
18 "sitting" "tBodyAccJerk-mean-Y" 0.00694560289491228
19 "sitting" "tBodyAccJerk-mean-Y" 0.0137921005843836
20 "sitting" "tBodyAccJerk-mean-Y" 0.00597430268636364
21 "sitting" "tBodyAccJerk-mean-Y" 0.0121020139594259
22 "sitting" "tBodyAccJerk-mean-Y" -0.000842715149193548
23 "sitting" "tBodyAccJerk-mean-Y" 0.0101351394211029
24 "sitting" "tBodyAccJerk-mean-Y" 0.00476702575745588
25 "sitting" "tBodyAccJerk-mean-Y" 0.00485415893230769
26 "sitting" "tBodyAccJerk-mean-Y" 0.00692238958961538
27 "sitting" "tBodyAccJerk-mean-Y" 0.004670724222
28 "sitting" "tBodyAccJerk-mean-Y" 0.0148338232684722
29 "sitting" "tBodyAccJerk-mean-Y" 0.00598531404666667
30 "sitting" "tBodyAccJerk-mean-Y" 0.00975692523887097
1 "standing" "tBodyAccJerk-mean-Y" 0.00797573092830189
2 "standing" "tBodyAccJerk-mean-Y" 0.0103291774794444
3 "standing" "tBodyAccJerk-mean-Y" 0.00771663644590164
4 "standing" "tBodyAccJerk-mean-Y" -0.00653015693773214
5 "standing" "tBodyAccJerk-mean-Y" -0.00221990214464286
6 "standing" "tBodyAccJerk-mean-Y" 0.00871883993421053
7 "standing" "tBodyAccJerk-mean-Y" 0.00694700354075472
8 "standing" "tBodyAccJerk-mean-Y" 0.00814951727462963
9 "standing" "tBodyAccJerk-mean-Y" 0.0130699796066667
10 "standing" "tBodyAccJerk-mean-Y" 0.0119007630575
11 "standing" "tBodyAccJerk-mean-Y" 0.0124130965551064
12 "standing" "tBodyAccJerk-mean-Y" 0.0100480041062295
13 "standing" "tBodyAccJerk-mean-Y" 0.00762035230350877
14 "standing" "tBodyAccJerk-mean-Y" 0.00579566182983333
15 "standing" "tBodyAccJerk-mean-Y" 0.00617255520183019
16 "standing" "tBodyAccJerk-mean-Y" 0.0120767950358846
17 "standing" "tBodyAccJerk-mean-Y" 0.00657853452564103
18 "standing" "tBodyAccJerk-mean-Y" 0.0104698718417123
19 "standing" "tBodyAccJerk-mean-Y" 0.00991338273931507
20 "standing" "tBodyAccJerk-mean-Y" 0.0116930221630137
21 "standing" "tBodyAccJerk-mean-Y" 0.0100621171270225
22 "standing" "tBodyAccJerk-mean-Y" 0.0107286964173016
23 "standing" "tBodyAccJerk-mean-Y" 0.0105861517936765
24 "standing" "tBodyAccJerk-mean-Y" 0.0109839689101449
25 "standing" "tBodyAccJerk-mean-Y" 0.0066321397672973
26 "standing" "tBodyAccJerk-mean-Y" 0.0081732226404054
27 "standing" "tBodyAccJerk-mean-Y" 0.0122433312349875
28 "standing" "tBodyAccJerk-mean-Y" 0.00907363218518987
29 "standing" "tBodyAccJerk-mean-Y" 0.0115104978664615
30 "standing" "tBodyAccJerk-mean-Y" 0.0120860416340678
1 "walking" "tBodyAccJerk-mean-Y" 0.0282721095884211
2 "walking" "tBodyAccJerk-mean-Y" 0.0182492679288136
3 "walking" "tBodyAccJerk-mean-Y" 0.0100591485
4 "walking" "tBodyAccJerk-mean-Y" 0.00295602428666667
5 "walking" "tBodyAccJerk-mean-Y" -0.0163194101232143
6 "walking" "tBodyAccJerk-mean-Y" -0.0164831715964912
7 "walking" "tBodyAccJerk-mean-Y" 0.0184322723280702
8 "walking" "tBodyAccJerk-mean-Y" -0.00603947514583333
9 "walking" "tBodyAccJerk-mean-Y" 0.0212255910017308
10 "walking" "tBodyAccJerk-mean-Y" 0.00408248792641509
11 "walking" "tBodyAccJerk-mean-Y" 0.0127682476559322
12 "walking" "tBodyAccJerk-mean-Y" 0.0197766948336
13 "walking" "tBodyAccJerk-mean-Y" 0.00308364501403509
14 "walking" "tBodyAccJerk-mean-Y" 0.024116023559322
15 "walking" "tBodyAccJerk-mean-Y" 0.00890588563518519
16 "walking" "tBodyAccJerk-mean-Y" 0.00968444678235294
17 "walking" "tBodyAccJerk-mean-Y" 0.0130098548360656
18 "walking" "tBodyAccJerk-mean-Y" 0.0282745481892857
19 "walking" "tBodyAccJerk-mean-Y" 0.0144113482019523
20 "walking" "tBodyAccJerk-mean-Y" -0.0210619558882353
21 "walking" "tBodyAccJerk-mean-Y" 0.00235197553846154
22 "walking" "tBodyAccJerk-mean-Y" 0.0356746339782609
23 "walking" "tBodyAccJerk-mean-Y" 0.0148955926864407
24 "walking" "tBodyAccJerk-mean-Y" 0.0121254591034483
25 "walking" "tBodyAccJerk-mean-Y" 0.00351115201418919
26 "walking" "tBodyAccJerk-mean-Y" 0.0196712144372881
27 "walking" "tBodyAccJerk-mean-Y" 0.00161230290877193
28 "walking" "tBodyAccJerk-mean-Y" 0.0226486602722222
29 "walking" "tBodyAccJerk-mean-Y" 0.0223870454150943
30 "walking" "tBodyAccJerk-mean-Y" 0.0219656545
1 "walking downstairs" "tBodyAccJerk-mean-Y" 0.0296504490408163
2 "walking downstairs" "tBodyAccJerk-mean-Y" -0.00327959081489362
3 "walking downstairs" "tBodyAccJerk-mean-Y" 0.0109707769183673
4 "walking downstairs" "tBodyAccJerk-mean-Y" 0.00563780215111111
5 "walking downstairs" "tBodyAccJerk-mean-Y" 0.0137618233808511
6 "walking downstairs" "tBodyAccJerk-mean-Y" 0.00987685807166667
7 "walking downstairs" "tBodyAccJerk-mean-Y" -0.0191061075170213
8 "walking downstairs" "tBodyAccJerk-mean-Y" -0.0380193846210526
9 "walking downstairs" "tBodyAccJerk-mean-Y" -0.0206865965952381
10 "walking downstairs" "tBodyAccJerk-mean-Y" 0.0107824902368421
11 "walking downstairs" "tBodyAccJerk-mean-Y" 0.0252274201521739
12 "walking downstairs" "tBodyAccJerk-mean-Y" -0.0119289154608696
13 "walking downstairs" "tBodyAccJerk-mean-Y" -0.00751868156382979
14 "walking downstairs" "tBodyAccJerk-mean-Y" 0.0291339421022222
15 "walking downstairs" "tBodyAccJerk-mean-Y" 0.01511589985
16 "walking downstairs" "tBodyAccJerk-mean-Y" -0.0148114530276596
17 "walking downstairs" "tBodyAccJerk-mean-Y" -0.0113826178208696
18 "walking downstairs" "tBodyAccJerk-mean-Y" -0.000757069449090909
19 "walking downstairs" "tBodyAccJerk-mean-Y" -0.0386872111282051
20 "walking downstairs" "tBodyAccJerk-mean-Y" 0.00436449644888889
21 "walking downstairs" "tBodyAccJerk-mean-Y" -0.0213998492444444
22 "walking downstairs" "tBodyAccJerk-mean-Y" 0.0211126110833333
23 "walking downstairs" "tBodyAccJerk-mean-Y" 0.0375005150740741
24 "walking downstairs" "tBodyAccJerk-mean-Y" -0.00447316273690909
25 "walking downstairs" "tBodyAccJerk-mean-Y" -0.0195416626931035
26 "walking downstairs" "tBodyAccJerk-mean-Y" -0.007131601642
27 "walking downstairs" "tBodyAccJerk-mean-Y" 0.0159869469363636
28 "walking downstairs" "tBodyAccJerk-mean-Y" 0.0143450903413043
29 "walking downstairs" "tBodyAccJerk-mean-Y" 0.000621016968750005
30 "walking downstairs" "tBodyAccJerk-mean-Y" -0.00756110754193549
1 "walking upstairs" "tBodyAccJerk-mean-Y" 0.0194863076188679
2 "walking upstairs" "tBodyAccJerk-mean-Y" -0.00970985514333333
3 "walking upstairs" "tBodyAccJerk-mean-Y" 0.0397249270484746
4 "walking upstairs" "tBodyAccJerk-mean-Y" 0.0234018993153846
5 "walking upstairs" "tBodyAccJerk-mean-Y" 0.0140130363106383
6 "walking upstairs" "tBodyAccJerk-mean-Y" 0.00371343419607843
7 "walking upstairs" "tBodyAccJerk-mean-Y" -0.000812387078431372
8 "walking upstairs" "tBodyAccJerk-mean-Y" 0.014120592097561
9 "walking upstairs" "tBodyAccJerk-mean-Y" 0.00126612218367347
10 "walking upstairs" "tBodyAccJerk-mean-Y" 0.0266314282191489
11 "walking upstairs" "tBodyAccJerk-mean-Y" -0.0132625289255556
12 "walking upstairs" "tBodyAccJerk-mean-Y" -0.00689494886730769
13 "walking upstairs" "tBodyAccJerk-mean-Y" -0.00128009758363636
14 "walking upstairs" "tBodyAccJerk-mean-Y" -0.0183131159944444
15 "walking upstairs" "tBodyAccJerk-mean-Y" -0.00417361847916667
16 "walking upstairs" "tBodyAccJerk-mean-Y" 0.0173729333352941
17 "walking upstairs" "tBodyAccJerk-mean-Y" 0.03083565139375
18 "walking upstairs" "tBodyAccJerk-mean-Y" 0.0211654691775862
19 "walking upstairs" "tBodyAccJerk-mean-Y" 0.056818586275
20 "walking upstairs" "tBodyAccJerk-mean-Y" 0.00659982629803922
21 "walking upstairs" "tBodyAccJerk-mean-Y" -0.0156290073042553
22 "walking upstairs" "tBodyAccJerk-mean-Y" 0.0367082966285714
23 "walking upstairs" "tBodyAccJerk-mean-Y" 0.039986286827451
24 "walking upstairs" "tBodyAccJerk-mean-Y" -0.0150816047830508
25 "walking upstairs" "tBodyAccJerk-mean-Y" 0.00925514041553846
26 "walking upstairs" "tBodyAccJerk-mean-Y" 0.00209171684890909
27 "walking upstairs" "tBodyAccJerk-mean-Y" -0.0140229374470588
28 "walking upstairs" "tBodyAccJerk-mean-Y" 0.0222985408245098
29 "walking upstairs" "tBodyAccJerk-mean-Y" -0.000689019191836735
30 "walking upstairs" "tBodyAccJerk-mean-Y" -0.00358719228769231
1 "laying" "tBodyAccJerk-mean-Z" 0.010834236361
2 "laying" "tBodyAccJerk-mean-Z" -0.00180264895625
3 "laying" "tBodyAccJerk-mean-Z" -0.00435625874355645
4 "laying" "tBodyAccJerk-mean-Z" -0.00641054328740741
5 "laying" "tBodyAccJerk-mean-Z" -0.00304067159653846
6 "laying" "tBodyAccJerk-mean-Z" 0.00328817288070175
7 "laying" "tBodyAccJerk-mean-Z" -0.0131653918205769
8 "laying" "tBodyAccJerk-mean-Z" -0.0169218791344444
9 "laying" "tBodyAccJerk-mean-Z" -0.0070536778584
10 "laying" "tBodyAccJerk-mean-Z" 0.00716689586275862
11 "laying" "tBodyAccJerk-mean-Z" 0.00277690502070175
12 "laying" "tBodyAccJerk-mean-Z" -0.0043714837772
13 "laying" "tBodyAccJerk-mean-Z" -0.00988389709596774
14 "laying" "tBodyAccJerk-mean-Z" -0.0323601505045098
15 "laying" "tBodyAccJerk-mean-Z" -0.00443927981861111
16 "laying" "tBodyAccJerk-mean-Z" -0.00154105089764286
17 "laying" "tBodyAccJerk-mean-Z" -0.000143542544507042
18 "laying" "tBodyAccJerk-mean-Z" -0.00121344813430769
19 "laying" "tBodyAccJerk-mean-Z" -0.000988690855325301
20 "laying" "tBodyAccJerk-mean-Z" -0.00309891846569118
21 "laying" "tBodyAccJerk-mean-Z" -0.0139053438591111
22 "laying" "tBodyAccJerk-mean-Z" -0.00467438744166667
23 "laying" "tBodyAccJerk-mean-Z" -0.00628235060277778
24 "laying" "tBodyAccJerk-mean-Z" -0.00589225849902778
25 "laying" "tBodyAccJerk-mean-Z" -0.0307179435315068
26 "laying" "tBodyAccJerk-mean-Z" -0.00614755098663158
27 "laying" "tBodyAccJerk-mean-Z" -0.000685549292837838
28 "laying" "tBodyAccJerk-mean-Z" 0.006009719386425
29 "laying" "tBodyAccJerk-mean-Z" 0.00241542784130435
30 "laying" "tBodyAccJerk-mean-Z" -0.000374189681428571
1 "sitting" "tBodyAccJerk-mean-Z" -0.00336779235021277
2 "sitting" "tBodyAccJerk-mean-Z" 0.00760546929869565
3 "sitting" "tBodyAccJerk-mean-Z" -0.00423348373557692
4 "sitting" "tBodyAccJerk-mean-Z" -0.0121499951596
5 "sitting" "tBodyAccJerk-mean-Z" 0.00338609594827273
6 "sitting" "tBodyAccJerk-mean-Z" 0.00623727782090909
7 "sitting" "tBodyAccJerk-mean-Z" 0.0162004141964583
8 "sitting" "tBodyAccJerk-mean-Z" -0.0106808920069565
9 "sitting" "tBodyAccJerk-mean-Z" -0.008674672651
10 "sitting" "tBodyAccJerk-mean-Z" -0.00499566427666667
11 "sitting" "tBodyAccJerk-mean-Z" 0.00833400761716981
12 "sitting" "tBodyAccJerk-mean-Z" -0.0020457599227451
13 "sitting" "tBodyAccJerk-mean-Z" -0.0232397245106122
14 "sitting" "tBodyAccJerk-mean-Z" -0.0105744513096296
15 "sitting" "tBodyAccJerk-mean-Z" -0.00237207545345763
16 "sitting" "tBodyAccJerk-mean-Z" -0.0115030575052174
17 "sitting" "tBodyAccJerk-mean-Z" -0.0015544841534375
18 "sitting" "tBodyAccJerk-mean-Z" 0.00278757042058246
19 "sitting" "tBodyAccJerk-mean-Z" 0.00173106800213699
20 "sitting" "tBodyAccJerk-mean-Z" 0.00160134859924242
21 "sitting" "tBodyAccJerk-mean-Z" -0.000175352166235294
22 "sitting" "tBodyAccJerk-mean-Z" -0.0126852481958065
23 "sitting" "tBodyAccJerk-mean-Z" -0.00148823351367647
24 "sitting" "tBodyAccJerk-mean-Z" -0.00113300171426471
25 "sitting" "tBodyAccJerk-mean-Z" 0.00210760835861538
26 "sitting" "tBodyAccJerk-mean-Z" -0.00780237981320513
27 "sitting" "tBodyAccJerk-mean-Z" -0.00611285425957143
28 "sitting" "tBodyAccJerk-mean-Z" 0.000257854017638888
29 "sitting" "tBodyAccJerk-mean-Z" 0.003167700952
30 "sitting" "tBodyAccJerk-mean-Z" -0.00278161828080645
1 "standing" "tBodyAccJerk-mean-Z" -0.00368524954709434
2 "standing" "tBodyAccJerk-mean-Z" -0.00837158846722222
3 "standing" "tBodyAccJerk-mean-Z" -0.00807177934114754
4 "standing" "tBodyAccJerk-mean-Z" -0.0211889890567857
5 "standing" "tBodyAccJerk-mean-Z" -0.0122812220569643
6 "standing" "tBodyAccJerk-mean-Z" -0.00481712245438596
7 "standing" "tBodyAccJerk-mean-Z" -0.0108420294035849
8 "standing" "tBodyAccJerk-mean-Z" 0.00322153267648148
9 "standing" "tBodyAccJerk-mean-Z" -0.004700785502
10 "standing" "tBodyAccJerk-mean-Z" -0.00485841031477273
